@relation Twitter

@attribute First-person numeric
@attribute Second-person numeric
@attribute Third-person numeric
@attribute Coordinating-Conjuction numeric
@attribute Past-tense-verbs numeric
@attribute Future-tense-verbs numeric
@attribute Commas numeric
@attribute Colons-semi-colons numeric
@attribute Dashes numeric
@attribute Parenthesis numeric
@attribute Ellipses numeric
@attribute Common-nouns numeric
@attribute Proper-nouns numeric
@attribute Adverbs numeric
@attribute wh-words numeric
@attribute Slang numeric
@attribute Upper-case-words
@attribute Average-sentence-length
@attribute Average-token-length
@attribute Number-of-sentences
@attribute Classname

@data
2,0,0,2,0,0,1,0,0,0,0,2,0,3,0,2,0,17.0,3.53333333333,1,ladygaga
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,2.5,1,ladygaga
0,0,0,0,0,0,1,0,1,0,0,7,1,1,0,0,0,6.33333333333,5.57142857143,3,ladygaga
1,0,3,1,2,0,0,0,0,0,0,7,1,0,0,0,4,8.33333333333,5.04347826087,3,ladygaga
3,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,10.5,3.84210526316,2,ladygaga
1,0,0,0,1,0,1,0,0,0,0,4,2,2,0,0,0,7.33333333333,5.0,3,ladygaga
3,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,7,11.0,4.33333333333,2,ladygaga
1,0,0,0,1,1,0,0,1,0,0,12,1,0,0,0,3,11.0,4.21052631579,2,ladygaga
1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,8.5,4.0,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10.0,4.1,1,ladygaga
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4.0,4.0,2,ladygaga
2,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,5.6,4.29166666667,5,ladygaga
2,0,0,1,0,0,2,0,0,0,0,6,1,2,0,0,2,6.75,5.26315789474,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.25,1,ladygaga
1,0,0,0,1,0,0,0,0,0,1,11,0,1,0,0,2,32.0,3.92592592593,1,ladygaga
0,2,0,1,0,0,1,0,0,0,0,7,0,0,0,1,0,15.0,3.85714285714,1,ladygaga
1,1,0,0,0,0,0,2,0,0,0,9,2,1,0,0,1,8.66666666667,4.19047619048,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5.0,4.25,1,ladygaga
1,0,1,2,0,0,2,0,1,0,0,6,1,1,0,0,1,12.5,4.05263157895,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,3.25,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,6.0,5.3,2,ladygaga
2,0,0,2,1,0,3,0,0,0,0,7,1,3,0,0,3,15.5,4.23076923077,2,ladygaga
2,0,0,1,3,0,0,0,0,0,0,11,2,0,0,0,3,9.66666666667,4.26923076923,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2.0,6.75,2,ladygaga
3,1,0,1,0,0,0,0,0,0,0,7,0,1,0,1,3,12.0,3.86363636364,2,ladygaga
0,0,0,1,1,0,0,0,0,0,0,6,0,1,0,0,2,4.5,4.64285714286,4,ladygaga
6,1,0,4,0,0,1,0,0,0,0,5,0,3,0,2,5,9.0,3.375,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.5,4.77777777778,2,ladygaga
0,0,0,2,0,0,0,0,2,0,0,5,0,1,1,0,0,12.0,4.33333333333,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8.0,3.71428571429,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,2,7.0,5.16666666667,1,ladygaga
4,1,0,1,3,0,1,1,1,1,0,2,0,0,0,0,5,12.5,3.45,2,ladygaga
0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1,2,11.0,3.22222222222,1,ladygaga
0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,1,8.0,5.0,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,0,1,0,0,0,1,0,0,0,10,4,2,0,0,3,14.0,4.44,2,ladygaga
5,0,1,1,0,0,2,0,0,0,0,3,0,2,0,0,3,27.0,3.29166666667,1,ladygaga
3,2,0,0,1,0,1,0,0,0,0,11,0,1,1,1,2,31.0,3.92857142857,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.33333333333,5.75,3,ladygaga
0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,6.5,3.5,2,ladygaga
2,1,1,1,0,0,2,0,0,0,0,6,0,1,1,1,1,28.0,4.56,1,ladygaga
3,0,2,0,2,0,0,0,0,0,0,2,4,0,0,0,2,9.0,4.29166666667,3,ladygaga
0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,12.0,5.11111111111,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5.0,3.5,2,ladygaga
4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,15.0,3.07142857143,1,ladygaga
0,0,1,1,0,1,0,1,0,0,0,7,1,1,0,0,2,6.25,4.09523809524,4,ladygaga
2,1,0,0,1,0,0,1,0,0,0,5,1,2,1,0,3,7.0,3.73913043478,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,10,10.0,4.6,1,ladygaga
2,0,0,0,1,0,2,0,0,0,1,12,0,0,1,0,1,14.5,4.5,2,ladygaga
1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,6.33333333333,4.58823529412,3,ladygaga
2,0,0,2,0,1,0,0,0,0,0,2,3,0,0,0,1,14.0,3.41666666667,1,ladygaga
1,1,2,1,0,0,2,0,0,0,0,4,0,1,1,1,0,12.5,3.61904761905,2,ladygaga
1,3,2,4,0,0,1,0,0,0,0,4,2,2,0,2,1,15.5,3.92857142857,2,ladygaga
1,0,0,1,0,0,2,0,0,0,0,8,2,0,0,0,2,27.0,4.95652173913,1,ladygaga
1,0,2,1,1,0,1,0,1,0,0,3,3,2,0,1,3,9.0,3.45454545455,3,ladygaga
4,1,0,1,0,0,1,0,1,0,0,4,0,0,1,0,3,10.3333333333,3.70833333333,3,ladygaga
1,1,0,0,4,0,3,0,1,0,0,6,0,3,0,0,3,8.75,3.85714285714,4,ladygaga
2,0,1,2,1,0,2,0,0,0,0,4,3,0,0,0,1,10.6666666667,3.66666666667,3,ladygaga
3,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,2,12.0,3.61904761905,2,ladygaga
4,0,1,1,0,0,0,0,0,0,0,14,2,1,0,0,12,11.3333333333,3.12903225806,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,0,1,2,1,0,2,1,0,0,0,6,3,2,0,1,6,27.0,4.79166666667,1,ladygaga
4,0,1,2,0,0,0,0,0,0,0,7,0,1,0,1,2,10.0,3.62962962963,3,ladygaga
1,1,1,1,1,0,0,1,0,0,0,7,0,2,2,2,5,11.5,4.38095238095,2,ladygaga
1,0,0,2,0,0,1,0,0,0,0,6,0,2,0,0,1,24.0,4.45454545455,1,ladygaga
2,0,0,2,1,0,2,1,0,0,0,5,8,1,0,1,5,9.0,3.65517241379,4,ladygaga
2,2,0,3,0,0,0,1,0,1,0,3,0,2,0,1,3,9.0,3.82608695652,3,ladygaga
1,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,1,22.0,3.66666666667,1,ladygaga
0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,13.0,4.36363636364,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,1,0,0,0,0,2,0,0,0,0,5,7,0,0,0,0,9.33333333333,4.5652173913,3,ladygaga
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6.33333333333,3.46666666667,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,7.5,4.15384615385,2,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2.5,4.66666666667,2,ladygaga
1,0,0,2,0,1,0,1,0,0,0,6,1,2,0,1,4,6.66666666667,4.8125,3,ladygaga
0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,10,4.33333333333,4.27272727273,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.33333333333,3.5625,3,ladygaga
4,0,0,1,1,0,1,0,0,0,0,3,2,0,0,0,3,9.0,3.04761904762,3,ladygaga
0,4,0,1,2,0,0,0,0,0,0,3,0,3,0,1,2,7.5,3.46153846154,4,ladygaga
0,0,0,0,0,0,3,0,0,0,0,7,3,1,1,0,3,10.0,4.45833333333,3,ladygaga
3,0,0,2,2,0,0,0,0,0,0,3,1,5,0,2,2,8.0,3.96428571429,4,ladygaga
0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,6.0,4.44444444444,2,ladygaga
0,0,0,0,0,0,3,0,0,0,0,14,1,0,0,0,0,24.0,4.71428571429,1,ladygaga
3,1,1,1,1,0,1,0,0,0,0,8,0,1,0,1,2,15.0,4.03703703704,2,ladygaga
1,0,0,0,0,0,1,1,0,0,0,6,0,2,0,0,7,8.66666666667,4.18181818182,3,ladygaga
4,0,1,2,0,0,1,0,0,0,1,4,0,2,0,0,2,7.2,3.60714285714,5,ladygaga
0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,5,9.0,5.4,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,0,0,0,0,0,0,1,1,0,0,2,1,2,1,0,2,6.0,5.46153846154,3,ladygaga
1,1,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,8.5,3.625,2,ladygaga
0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,10,11.0,2.6,1,ladygaga
4,0,1,3,0,1,0,0,0,0,0,6,0,2,0,1,2,14.5,4.30769230769,2,ladygaga
2,0,0,4,0,1,3,1,0,0,0,4,0,2,0,2,2,11.0,4.07692307692,3,ladygaga
0,1,1,4,0,1,1,0,0,0,0,3,2,0,1,0,0,10.3333333333,4.07407407407,3,ladygaga
1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2,6.5,4.08333333333,2,ladygaga
4,0,1,1,2,0,1,0,0,0,0,5,1,2,0,1,3,9.0,3.625,3,ladygaga
1,0,0,2,1,0,1,0,0,0,0,6,0,3,0,1,1,10.0,4.38888888889,2,ladygaga
0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,6.0,3.25,1,ladygaga
1,1,0,2,0,0,1,0,0,0,0,6,0,3,0,0,0,9.0,4.79166666667,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5.0,5.25,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,1,0,1,0,0,1,0,0,0,0,6,0,2,0,0,1,8.0,4.52380952381,3,ladygaga
1,0,0,1,0,0,2,0,0,0,0,9,2,0,0,0,2,15.0,4.18518518519,2,ladygaga
2,0,1,2,0,0,3,0,0,0,0,3,2,4,0,1,2,25.0,3.0,1,ladygaga
1,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,7,10.5,4.58823529412,2,ladygaga
2,0,1,2,0,0,2,1,0,0,0,3,0,1,0,0,1,8.33333333333,3.65,3,ladygaga
1,1,1,1,0,0,0,2,0,0,0,7,2,1,0,0,2,9.33333333333,3.83333333333,3,ladygaga
0,0,0,1,0,0,1,0,1,0,0,6,1,1,0,0,0,7.66666666667,4.15789473684,3,ladygaga
1,1,0,1,1,0,1,0,0,0,0,4,0,0,0,0,1,10.5,3.27777777778,2,ladygaga
2,2,0,1,1,1,1,1,0,0,0,9,0,2,0,1,2,11.6666666667,3.65517241379,3,ladygaga
2,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,1,6.0,4.0,2,ladygaga
0,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,1,8.0,4.0,2,ladygaga
0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,6,3.5,3.66666666667,2,ladygaga
0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,8.0,7.0,1,ladygaga
0,0,0,2,0,0,1,0,1,0,0,11,0,0,0,0,2,14.0,4.83333333333,2,ladygaga
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.0,9.0,1,ladygaga
4,1,1,1,1,0,0,0,0,0,0,6,0,1,0,1,3,9.66666666667,4.14814814815,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,0,0,1,0,0,3,0,0,0,0,7,1,0,1,0,2,7.25,4.81818181818,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7.0,4.85714285714,1,ladygaga
3,0,1,1,0,0,1,0,0,0,0,5,2,1,0,0,6,15.0,3.92,2,ladygaga
0,0,0,0,0,0,1,0,1,0,0,5,8,0,0,0,4,19.0,4.0,1,ladygaga
2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,5.5,3.0,2,ladygaga
1,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,5.5,4.375,2,ladygaga
0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,8.0,4.14285714286,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,10.0,2.33333333333,1,ladygaga
5,0,0,0,0,0,1,0,1,0,0,7,1,0,0,0,6,9.33333333333,3.30434782609,3,ladygaga
1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7.0,3.85714285714,1,ladygaga
2,3,0,2,0,1,1,0,0,0,0,8,4,1,0,1,5,16.5,3.66666666667,2,ladygaga
0,0,0,0,1,0,0,0,0,2,0,4,2,1,0,0,0,18.0,5.0625,1,ladygaga
1,1,2,1,0,0,1,1,0,0,0,3,0,2,0,0,4,7.33333333333,4.05555555556,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,6.5,5.09090909091,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,4,5.16666666667,5.0,6,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,3,0,1,0,0,2,1,0,1,0,3,0,1,0,3,2,8.33333333333,3.73684210526,3,ladygaga
0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,5.0,3.90909090909,3,ladygaga
1,3,1,3,1,0,2,0,0,0,0,9,0,1,0,0,1,17.0,3.5,2,ladygaga
0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,0,1,7.0,4.75,2,ladygaga
1,1,1,2,0,0,1,1,0,0,0,1,5,2,0,0,0,8.0,4.84210526316,3,ladygaga
1,1,0,2,0,0,0,0,0,0,0,7,0,3,1,2,5,7.5,3.65384615385,4,ladygaga
3,1,0,2,1,0,1,0,0,0,0,5,0,3,0,1,0,29.0,3.5,1,ladygaga
0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,16.0,4.76923076923,1,ladygaga
1,0,0,1,1,0,3,0,0,0,0,7,0,2,0,0,1,24.0,4.45,1,ladygaga
4,0,0,1,1,1,1,0,0,0,0,5,2,3,1,0,2,9.0,3.45161290323,4,ladygaga
1,3,0,4,0,0,0,0,1,0,0,2,1,3,0,3,1,8.66666666667,3.5,3,ladygaga
2,0,0,2,0,0,0,1,0,0,0,9,4,2,0,1,9,11.3333333333,3.75862068966,3,ladygaga
0,0,1,1,0,1,1,0,0,0,0,8,0,0,0,0,4,5.6,5.04545454545,5,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,6.0,1,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,6.0,6.25,1,ladygaga
0,0,0,1,1,0,0,0,1,0,0,5,2,1,0,0,1,10.0,5.125,2,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5.0,4.0,1,ladygaga
0,2,0,2,0,0,1,0,0,0,0,4,0,1,0,1,1,8.66666666667,4.13636363636,3,ladygaga
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0,3.55555555556,1,ladygaga
0,0,0,1,0,1,3,0,0,0,0,6,1,0,0,0,1,14.5,4.125,2,ladygaga
1,1,0,2,2,0,2,0,0,0,0,7,1,2,0,1,1,30.0,4.44,1,ladygaga
1,1,1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,7.25,4.66666666667,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,5.0,1,ladygaga
1,0,2,0,2,0,0,0,0,0,0,2,4,0,2,0,3,11.5,5.0,2,ladygaga
1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,12.0,4.36363636364,1,ladygaga
3,0,0,1,1,0,0,0,0,0,0,4,0,2,1,0,2,13.0,4.36363636364,2,ladygaga
1,0,0,0,0,0,1,0,0,0,0,8,0,1,1,0,4,14.0,4.42307692308,2,ladygaga
1,1,1,0,0,0,1,1,0,1,0,7,0,3,1,0,4,15.5,4.03703703704,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,8.5,4.71428571429,2,ladygaga
0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,0,4,5.66666666667,5.83333333333,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,3,10.0,4.125,1,ladygaga
1,0,1,1,0,0,1,1,0,0,0,7,3,1,0,1,0,6.75,4.13636363636,4,ladygaga
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,4.125,1,ladygaga
4,1,0,1,2,1,2,0,0,0,0,4,2,1,0,0,3,15.0,4.26923076923,2,ladygaga
1,0,0,2,0,0,2,0,0,0,0,6,1,1,0,0,0,13.0,4.18181818182,2,ladygaga
4,2,0,2,2,0,1,0,0,0,0,10,0,1,0,1,9,10.6666666667,3.86206896552,3,ladygaga
2,0,1,1,0,0,1,0,0,0,0,6,0,1,0,0,4,21.0,3.63157894737,1,ladygaga
3,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,3,16.5,3.41935483871,2,ladygaga
3,2,0,1,1,0,0,0,0,0,0,7,0,0,2,1,2,8.66666666667,3.34782608696,3,ladygaga
2,0,0,1,1,0,0,1,0,0,0,12,0,0,0,0,5,15.0,4.23076923077,2,ladygaga
3,5,0,2,0,0,3,0,1,0,0,7,0,1,0,2,1,11.6666666667,3.72413793103,3,ladygaga
2,0,0,2,1,0,1,0,0,0,0,11,0,3,0,2,0,32.0,4.36,1,ladygaga
3,2,0,1,0,1,1,1,0,0,0,4,3,1,0,0,1,9.0,3.86956521739,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3.5,5.57142857143,2,ladygaga
1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,6.66666666667,3.52941176471,3,ladygaga
1,2,0,2,0,0,1,0,0,0,0,2,1,2,0,2,1,14.0,4.0,1,ladygaga
2,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,4.4,3.5,5,ladygaga
0,1,0,0,0,1,0,0,0,0,0,4,3,3,0,0,1,17.0,3.5,1,ladygaga
1,1,1,0,1,0,1,0,0,0,0,4,0,1,0,0,0,19.0,3.4375,1,ladygaga
3,0,1,0,1,0,1,0,0,0,0,5,0,1,0,0,1,21.0,3.73684210526,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,5.0,3.0,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4.0,4.0,1,ladygaga
2,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,2,25.0,4.58333333333,1,ladygaga
2,0,0,0,1,0,1,0,0,0,0,3,6,0,0,0,1,7.0,4.47058823529,3,ladygaga
1,0,0,1,0,1,1,0,0,0,0,5,0,2,0,1,0,22.0,4.5,1,ladygaga
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,1,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10.0,4.57142857143,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,2,0,1,0,2,0,0,0,0,11,0,0,0,0,2,10.6666666667,4.36,3,ladygaga
3,1,1,3,0,0,1,0,0,0,0,1,6,0,1,0,3,10.3333333333,3.24,3,ladygaga
2,2,1,1,0,0,2,0,0,0,0,6,1,0,2,0,3,11.6666666667,3.62068965517,3,ladygaga
0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,12,12.0,3.16666666667,1,ladygaga
1,2,0,2,1,1,2,0,1,0,0,7,0,1,0,1,6,16.0,4.11111111111,2,ladygaga
1,2,0,0,1,0,1,0,0,0,0,5,1,0,1,0,1,9.0,3.73333333333,2,ladygaga
1,1,0,0,0,0,0,1,0,1,0,7,0,1,0,0,1,10.0,4.4,3,ladygaga
0,2,0,0,0,0,1,0,0,0,0,8,1,0,0,2,2,9.0,4.75,3,ladygaga
1,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,12.0,5.13636363636,2,ladygaga
2,3,0,2,0,0,0,0,0,2,0,5,2,1,0,4,3,7.25,3.83333333333,4,ladygaga
1,0,0,1,1,1,1,0,0,0,0,5,0,1,0,0,0,16.0,4.26666666667,1,ladygaga
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2.5,3.2,2,ladygaga
1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,6.0,3.16666666667,1,ladygaga
0,1,0,2,0,0,0,0,1,0,0,8,3,0,0,0,3,13.5,5.0,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,0,0,1,0,3,0,0,2,0,5,3,4,1,0,3,10.6666666667,4.70833333333,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,1,1,1,0,0,1,1,0,0,0,9,3,2,0,1,3,10.3333333333,4.30769230769,3,ladygaga
1,3,0,1,1,1,2,1,0,1,0,7,0,2,0,3,3,7.2,3.32142857143,5,ladygaga
0,0,0,0,0,0,0,1,0,0,0,17,2,0,0,0,13,5.8,4.04347826087,5,ladygaga
1,1,1,0,0,0,1,0,1,0,0,7,3,0,0,0,2,4.6,4.70588235294,5,ladygaga
2,3,0,3,1,0,1,0,1,0,1,9,1,1,1,2,2,8.0,4.11538461538,4,ladygaga
0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,1,5.0,5.5,3,ladygaga
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.0,1,ladygaga
0,3,0,2,0,0,0,0,0,0,0,9,0,0,0,0,1,7.33333333333,3.78947368421,3,ladygaga
1,0,0,0,0,0,0,1,0,0,0,8,1,0,1,0,1,11.5,4.6,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2.33333333333,4.5,3,ladygaga
1,1,0,3,0,0,0,0,0,0,0,10,0,1,0,0,2,15.0,4.30769230769,2,ladygaga
0,1,0,1,0,0,1,1,0,0,0,5,5,1,0,0,3,7.66666666667,5.33333333333,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,4,24.0,4.4347826087,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,0,1,1,0,1,0,1,0,0,0,6,3,1,0,0,3,8.33333333333,4.40909090909,3,ladygaga
0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,3,4.5,3.71428571429,2,ladygaga
1,1,1,4,0,0,1,1,0,0,0,5,1,3,0,0,2,9.66666666667,3.44,3,ladygaga
0,0,0,0,0,0,0,1,0,0,0,8,3,1,0,0,8,7.66666666667,4.73684210526,3,ladygaga
1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,9.5,4.22222222222,2,ladygaga
3,0,1,0,1,0,1,0,0,0,0,3,2,2,0,0,3,8.66666666667,3.72727272727,3,ladygaga
2,0,1,2,0,0,1,1,0,0,0,3,1,1,0,0,1,8.66666666667,4.18181818182,3,ladygaga
4,0,0,3,0,0,1,0,0,0,0,5,2,0,0,0,4,13.5,3.45833333333,2,ladygaga
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.0,4.2,1,ladygaga
1,1,1,0,1,0,2,0,1,0,0,5,1,3,0,0,1,13.5,3.54545454545,2,ladygaga
2,2,0,2,1,0,3,0,0,0,0,3,2,0,1,1,0,14.0,3.69565217391,2,ladygaga
1,0,0,0,0,0,1,0,0,0,0,9,3,1,0,0,4,10.0,3.69230769231,3,ladygaga
2,0,0,1,0,1,0,0,0,0,0,5,3,0,0,0,6,13.0,4.81818181818,2,ladygaga
2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,6.5,3.09090909091,2,ladygaga
1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,11.0,3.36363636364,1,ladygaga
0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,6.0,5.28571428571,3,ladygaga
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3.2,1,ladygaga
1,0,1,0,0,0,0,2,0,0,0,13,2,2,0,2,8,15.5,3.65384615385,2,ladygaga
1,1,0,2,1,0,0,1,0,0,0,2,3,5,0,1,1,6.5,4.19047619048,4,ladygaga
2,1,0,2,0,0,2,0,0,0,1,10,1,2,0,1,2,16.5,3.71428571429,2,ladygaga
0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,1,4.5,4.64285714286,4,ladygaga
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,5.0,3.81818181818,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,4.5,3.42857142857,2,ladygaga
1,0,0,1,0,0,1,0,0,0,0,10,0,2,0,0,0,14.0,4.23076923077,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3.0,5.66666666667,1,ladygaga
1,3,0,0,0,0,2,0,0,0,0,2,6,1,0,1,4,7.25,4.66666666667,4,ladygaga
1,0,1,0,0,1,0,1,0,0,0,9,1,2,0,0,8,14.0,3.72,2,ladygaga
3,0,0,0,1,1,2,0,1,0,0,4,1,2,0,0,1,13.5,3.52380952381,2,ladygaga
0,0,1,0,1,0,0,0,0,0,0,2,4,0,1,0,0,8.66666666667,4.30434782609,3,ladygaga
0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,5,5.25,4.2,4,ladygaga
