@relation Twitter

@attribute First-person numeric
@attribute Second-person numeric
@attribute Third-person numeric
@attribute Coordinating-Conjuction numeric
@attribute Past-tense-verbs numeric
@attribute Future-tense-verbs numeric
@attribute Commas numeric
@attribute Colons-semi-colons numeric
@attribute Dashes numeric
@attribute Parenthesis numeric
@attribute Ellipses numeric
@attribute Common-nouns numeric
@attribute Proper-nouns numeric
@attribute Adverbs numeric
@attribute wh-words numeric
@attribute Slang numeric
@attribute Upper-case-words
@attribute Average-sentence-length
@attribute Average-token-length
@attribute Number-of-sentences
@attribute Classname

@data
1,1,0,1,0,0,2,0,0,0,0,8,0,0,0,0,0,11.0,5.88888888889,2,ladygaga
2,1,2,1,0,1,1,3,0,0,0,11,1,3,0,1,6,39.0,3.22580645161,1,ladygaga
3,0,1,1,2,0,0,0,0,0,0,10,1,2,0,0,7,8.25,3.75862068966,4,ladygaga
2,0,0,1,0,0,1,2,0,0,0,9,1,1,0,1,4,17.0,3.86206896552,2,ladygaga
5,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0,2,25.0,3.70833333333,1,ladygaga
1,0,1,1,0,1,0,0,0,0,0,11,3,0,0,0,4,11.6666666667,3.63333333333,3,ladygaga
1,2,0,0,0,0,1,0,0,0,1,6,1,1,0,0,0,11.0,4.38888888889,2,ladygaga
0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,6.0,5.0,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
3,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,9.0,4.33333333333,3,ladygaga
1,2,1,2,1,0,1,0,0,0,0,9,2,1,0,3,4,10.3333333333,4.38461538462,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,1,1,0,2,0,0,0,0,0,0,3,4,1,0,1,4,6.0,3.57142857143,4,ladygaga
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,3.66666666667,1,ladygaga
0,4,0,2,0,0,2,0,0,0,0,0,2,0,1,0,1,14.0,4.13043478261,2,ladygaga
1,1,0,2,1,0,0,1,0,1,0,6,1,3,0,1,4,8.0,4.11538461538,4,ladygaga
3,1,0,3,1,0,1,0,0,0,0,6,3,1,0,2,0,5.8,4.54166666667,5,ladygaga
0,0,2,2,2,0,1,0,0,0,0,6,0,1,0,0,0,25.0,3.80952380952,1,ladygaga
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.33333333333,1,ladygaga
0,0,0,1,0,0,2,0,0,0,0,3,2,1,0,1,0,10.0,4.9375,2,ladygaga
2,1,0,0,0,1,0,0,0,0,0,7,3,0,0,0,2,24.0,4.08333333333,1,ladygaga
2,0,1,3,2,0,0,0,0,0,0,4,0,1,0,1,2,13.0,3.95833333333,2,ladygaga
1,3,1,3,0,0,0,0,1,0,0,5,0,1,0,2,2,10.0,3.64,3,ladygaga
0,0,0,0,0,0,1,0,1,0,0,7,1,2,1,0,1,10.5,4.82352941176,2,ladygaga
4,0,0,0,1,0,2,0,0,0,0,7,1,0,0,0,4,9.66666666667,3.33333333333,3,ladygaga
1,0,0,0,0,0,2,0,0,0,0,7,1,3,0,0,3,13.0,4.45454545455,2,ladygaga
2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,13.5,3.92,2,ladygaga
3,0,1,1,1,0,2,0,0,0,0,7,1,2,0,0,3,8.75,3.68965517241,4,ladygaga
0,1,0,1,0,0,1,0,0,0,0,7,1,1,0,0,2,13.5,4.6,2,ladygaga
4,1,3,1,1,0,4,0,0,0,0,6,0,3,1,2,4,37.0,3.38709677419,1,ladygaga
2,0,1,2,0,0,1,2,0,0,0,9,6,3,0,0,14,14.0,2.91666666667,3,ladygaga
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4.5,4.14285714286,2,ladygaga
1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,6,9.5,4.88235294118,2,ladygaga
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2,10.0,5.0,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,4.5,1,ladygaga
1,0,1,1,2,0,0,0,0,0,0,8,1,2,0,0,3,9.66666666667,4.30769230769,3,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,5.0,4.25,1,ladygaga
1,0,1,1,0,0,1,0,0,0,0,7,1,0,0,0,2,7.25,4.70833333333,4,ladygaga
5,2,1,5,0,0,1,0,0,0,0,11,0,3,0,4,7,9.0,3.27272727273,4,ladygaga
2,2,0,0,0,0,2,0,0,0,0,5,1,1,0,0,2,6.5,4.28571428571,4,ladygaga
1,0,0,1,2,0,3,0,0,0,0,3,1,3,0,0,1,27.0,3.45833333333,1,ladygaga
1,0,0,0,1,0,0,0,0,0,0,9,0,3,0,0,14,7.0,4.58333333333,4,ladygaga
2,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,12.0,4.4,1,ladygaga
1,1,0,1,0,0,1,0,0,0,0,5,1,1,0,1,0,7.0,4.11111111111,3,ladygaga
1,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,1,7.5,4.09090909091,2,ladygaga
0,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,1,17.0,4.0,1,ladygaga
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,1,ladygaga
3,0,0,1,0,0,2,1,0,0,0,5,0,3,0,1,3,14.5,4.08333333333,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,6.0,1,ladygaga
3,1,0,3,0,0,2,0,0,0,0,10,0,3,0,2,0,15.5,4.03703703704,2,ladygaga
3,3,0,1,0,0,0,0,0,0,0,3,0,4,1,3,4,11.0,3.03333333333,3,ladygaga
0,0,0,2,1,0,0,0,1,0,0,7,1,2,0,1,3,7.0,4.95652173913,4,ladygaga
0,0,0,0,0,0,0,1,0,0,0,10,1,1,0,1,4,12.0,4.47619047619,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,1,0,1,0,3,0,0,0,1,10,0,0,0,0,1,16.0,4.0,2,ladygaga
3,0,0,0,0,0,2,0,0,0,0,10,3,0,0,0,8,15.0,4.38461538462,2,ladygaga
2,1,0,0,0,0,1,1,0,0,0,7,0,1,1,0,2,8.0,3.6,3,ladygaga
1,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,1,16.0,3.13333333333,1,ladygaga
0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,6.0,4.06666666667,3,ladygaga
2,1,0,2,0,0,3,0,0,0,0,9,0,0,0,0,0,32.0,4.36,1,ladygaga
0,0,0,0,1,0,0,0,1,0,1,3,3,2,0,0,0,7.0,4.54545454545,4,ladygaga
2,0,0,0,0,1,3,1,0,0,0,7,4,0,0,0,4,30.0,4.36,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,6.0,1,ladygaga
0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9.0,4.875,1,ladygaga
0,0,2,3,0,0,0,0,0,0,0,7,1,1,0,1,0,14.0,4.20833333333,2,ladygaga
1,1,1,1,0,1,2,0,0,2,0,6,3,0,0,0,2,7.5,4.90909090909,4,ladygaga
2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,14.5,4.48,2,ladygaga
0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,30.0,4.625,1,ladygaga
2,0,1,2,2,0,1,0,1,2,0,5,2,0,0,0,2,8.33333333333,3.84210526316,3,ladygaga
1,1,0,1,0,0,0,0,0,0,0,4,5,1,0,0,1,7.66666666667,3.94736842105,3,ladygaga
0,1,0,0,1,0,2,0,0,0,0,9,0,1,0,0,7,6.5,5.55,4,ladygaga
2,0,1,1,1,0,2,0,0,0,0,7,1,1,0,0,2,14.0,3.95454545455,2,ladygaga
0,1,1,0,0,0,1,0,0,0,0,4,0,1,0,0,3,20.0,4.5625,1,ladygaga
2,0,2,3,1,0,3,0,0,0,0,8,1,0,0,0,0,9.66666666667,4.47826086957,3,ladygaga
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,3.75,1,ladygaga
1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,4.0,3.83333333333,2,ladygaga
1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,3,9.0,2.28571428571,1,ladygaga
1,0,0,2,0,1,1,0,0,0,0,5,1,2,1,0,1,14.0,4.4,2,ladygaga
1,0,0,1,0,0,1,1,0,0,0,6,5,1,0,1,5,6.75,4.22727272727,4,ladygaga
0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,16.0,4.06666666667,1,ladygaga
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.0,4.28571428571,1,ladygaga
1,0,0,0,1,0,0,0,0,0,0,5,2,1,0,0,4,7.5,4.34615384615,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,2,7.33333333333,4.31578947368,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3.0,3.66666666667,1,ladygaga
1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,6.33333333333,3.75,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.0,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,7,12.5,4.0,2,ladygaga
1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,12.0,4.3,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,5.0,4.5,1,ladygaga
1,2,0,1,0,0,0,0,0,0,0,6,0,1,0,1,2,22.0,4.38095238095,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,5.85714285714,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
5,4,0,1,1,0,1,0,0,0,0,5,0,2,0,3,4,11.3333333333,3.66666666667,3,ladygaga
0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,10.0,4.44444444444,1,ladygaga
2,2,0,2,0,0,0,1,0,0,0,4,2,3,0,0,3,7.25,3.28,4,ladygaga
2,1,0,1,0,0,0,1,0,0,0,8,4,2,0,1,4,10.0,4.44,3,ladygaga
1,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,8.5,4.0,2,ladygaga
0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,6.0,4.06666666667,3,ladygaga
2,0,0,1,0,0,1,0,0,0,0,6,3,0,0,0,1,11.5,4.38095238095,2,ladygaga
5,1,0,1,1,0,0,1,0,0,0,10,0,1,0,2,9,7.5,3.15384615385,4,ladygaga
0,3,0,1,0,0,0,0,2,0,0,5,0,0,1,0,0,20.0,4.47058823529,1,ladygaga
0,1,0,1,0,0,1,0,0,0,0,10,2,0,0,0,1,5.4,4.5,5,ladygaga
0,0,0,0,0,1,0,1,0,2,0,12,4,0,0,0,6,14.5,4.125,2,ladygaga
2,2,0,4,0,0,1,0,0,0,0,1,2,6,0,4,2,7.75,3.80769230769,4,ladygaga
0,0,0,2,0,0,2,0,0,0,0,9,2,3,0,0,4,9.66666666667,4.48,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,4,6.0,4.25,3,ladygaga
2,1,0,1,0,0,2,1,0,0,0,7,0,1,0,1,4,16.0,3.96153846154,2,ladygaga
3,2,0,1,1,0,3,0,1,0,0,4,0,2,0,2,5,12.5,3.1,2,ladygaga
4,0,0,1,0,0,2,0,0,0,0,11,0,0,0,0,3,15.0,4.30769230769,2,ladygaga
0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,10.0,4.125,1,ladygaga
1,0,0,1,0,0,3,1,0,0,0,13,2,0,0,0,10,27.0,5.0,1,ladygaga
0,0,1,2,0,0,2,1,0,0,0,5,2,0,0,1,1,12.5,5.47619047619,2,ladygaga
1,1,1,0,0,0,1,0,1,0,0,7,4,0,0,0,2,4.8,4.66666666667,5,ladygaga
2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,7.0,3.16666666667,1,ladygaga
1,0,0,0,1,1,1,0,0,0,0,10,0,1,0,0,4,27.0,4.38461538462,1,ladygaga
1,0,0,0,1,0,0,0,1,0,0,5,4,2,0,0,4,7.66666666667,4.05,3,ladygaga
1,1,3,1,1,0,0,0,0,0,0,8,2,1,0,2,1,13.5,4.08,2,ladygaga
2,1,0,1,1,0,2,0,0,0,0,5,0,2,0,0,2,14.5,3.6,2,ladygaga
3,0,2,1,0,0,1,0,0,0,0,9,0,1,3,1,5,11.3333333333,3.26666666667,3,ladygaga
0,0,1,0,1,0,2,0,0,0,0,8,0,0,0,0,3,19.0,5.0625,1,ladygaga
1,0,0,1,0,0,2,0,0,0,0,9,4,2,0,0,4,10.6666666667,3.88,3,ladygaga
1,2,0,0,0,0,1,0,0,0,0,10,0,1,1,1,6,10.3333333333,4.0,3,ladygaga
2,0,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0,7.33333333333,4.31578947368,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,1,0,1,0,0,0,0,0,0,0,9,2,1,0,1,13,6.0,4.23076923077,5,ladygaga
1,0,0,2,0,1,1,0,0,0,0,6,2,3,0,0,3,16.0,4.07407407407,2,ladygaga
1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,2,6.0,5.54545454545,2,ladygaga
0,1,0,1,0,0,1,0,1,0,0,5,2,1,0,0,0,8.0,3.9,3,ladygaga
2,0,1,0,1,0,1,0,1,0,0,6,3,0,0,0,4,8.0,4.15789473684,3,ladygaga
0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,1,8.0,4.23076923077,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,3.0,1,ladygaga
1,1,0,0,0,1,0,1,0,0,0,7,3,1,0,0,8,12.5,4.22727272727,2,ladygaga
1,0,0,1,0,0,0,0,1,0,0,10,2,0,0,0,8,13.0,4.13636363636,2,ladygaga
2,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,1,25.0,5.08695652174,1,ladygaga
1,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,0,6.66666666667,5.0625,3,ladygaga
0,0,0,4,0,1,0,0,0,0,0,5,3,3,0,1,0,6.75,4.95652173913,4,ladygaga
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6.0,4.0,1,ladygaga
4,0,0,3,0,0,1,0,0,0,0,6,0,2,0,1,2,16.0,3.66666666667,2,ladygaga
0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,6.5,4.09090909091,2,ladygaga
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.83333333333,1,ladygaga
2,1,1,2,0,0,0,0,0,0,0,5,0,0,0,1,5,8.66666666667,4.60869565217,3,ladygaga
2,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,3,6.33333333333,2.93333333333,3,ladygaga
1,0,1,1,1,0,1,1,0,0,0,5,2,2,1,1,2,8.66666666667,3.95454545455,3,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,1,2,2,0,1,0,0,0,0,5,2,2,0,1,1,6.0,4.04,5,ladygaga
1,0,0,0,2,0,2,0,0,0,0,6,2,2,0,0,2,16.0,3.92857142857,2,ladygaga
3,2,0,0,0,0,1,0,0,0,0,12,0,1,0,0,2,32.0,3.89285714286,1,ladygaga
0,1,0,0,0,0,0,0,0,0,0,4,4,0,3,0,2,8.66666666667,4.79166666667,3,ladygaga
3,1,1,1,0,1,0,0,0,0,0,4,1,1,0,1,7,9.33333333333,3.84,3,ladygaga
2,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,3,12.0,4.04545454545,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,5.0,1,ladygaga
0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,5,7.66666666667,4.7,3,ladygaga
0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0,3,11.5,4.42857142857,2,ladygaga
0,3,0,1,0,1,1,0,1,0,0,3,0,2,1,0,1,11.5,4.05263157895,2,ladygaga
4,2,0,1,1,0,1,0,0,0,0,5,1,3,0,1,4,9.0,3.08695652174,3,ladygaga
1,0,2,0,0,0,0,0,0,0,0,9,2,0,0,0,1,13.0,4.875,2,ladygaga
1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,13.0,3.9,1,ladygaga
3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,13.5,4.64,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.33333333333,1,ladygaga
1,0,0,1,2,0,1,0,0,0,0,3,1,0,0,0,1,4.75,5.06666666667,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,0,2,0,0,1,0,0,0,0,10,0,0,0,0,5,10.3333333333,4.07142857143,3,ladygaga
0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,2,7.5,4.5,2,ladygaga
1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,18.0,4.0625,1,ladygaga
1,0,0,1,0,0,0,0,0,0,0,9,5,1,0,0,1,13.0,4.625,2,ladygaga
2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,6.0,3.63636363636,2,ladygaga
1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,1,11.5,4.33333333333,2,ladygaga
1,2,0,0,0,0,0,0,1,0,0,2,3,0,1,0,3,8.5,3.5,2,ladygaga
0,2,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,10.0,3.17647058824,2,ladygaga
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6.0,2.75,1,ladygaga
1,1,0,2,0,0,1,0,1,0,0,9,1,1,0,0,1,8.66666666667,4.42857142857,3,ladygaga
1,3,0,3,0,0,3,0,0,0,0,4,0,2,1,1,0,10.0,4.0,3,ladygaga
0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,15.0,5.61538461538,1,ladygaga
0,0,1,0,1,0,1,0,0,0,0,10,0,0,0,0,2,7.75,4.23076923077,4,ladygaga
0,0,0,1,0,0,0,1,1,0,0,4,1,0,0,0,1,8.0,6.0,2,ladygaga
0,0,3,3,2,0,2,0,0,0,0,2,0,1,0,0,2,11.5,4.55,2,ladygaga
3,1,1,1,0,0,0,0,0,0,0,8,0,0,2,0,3,11.0,3.58620689655,3,ladygaga
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.0,4.0,1,ladygaga
3,2,0,0,0,0,2,0,0,0,0,5,1,1,0,2,3,7.0,4.26086956522,4,ladygaga
0,0,0,0,0,0,1,1,0,0,0,7,4,1,0,1,8,18.0,3.86666666667,1,ladygaga
0,1,0,1,0,1,0,1,0,0,0,10,1,0,0,0,2,10.0,4.30769230769,3,ladygaga
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,7.0,4.0,3,ladygaga
3,0,0,2,0,0,3,0,0,0,0,11,0,3,0,1,0,30.0,3.48,1,ladygaga
1,2,1,2,0,1,0,0,0,0,0,4,0,1,1,1,0,24.0,4.80952380952,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,4,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,9.5,3.625,2,ladygaga
1,0,0,0,0,0,1,0,2,0,0,12,1,1,1,0,5,8.75,3.92857142857,4,ladygaga
1,0,0,0,0,0,1,2,0,1,0,5,3,2,0,0,1,11.5,4.16666666667,2,ladygaga
0,1,2,0,0,0,1,1,0,0,0,1,0,3,0,0,14,9.0,3.71428571429,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.0,4.2,1,ladygaga
4,2,0,0,0,0,0,0,0,0,0,7,2,1,0,0,4,7.0,4.08333333333,4,ladygaga
0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,10.0,4.5,1,ladygaga
3,1,2,0,3,0,1,0,0,0,0,11,4,0,0,1,31,9.5,3.29032258065,4,ladygaga
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,9.5,4.88235294118,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,1,0,3,1,0,1,0,0,0,0,7,5,2,0,1,8,7.75,3.73076923077,4,ladygaga
3,1,1,2,0,0,4,0,0,0,0,3,1,2,1,2,3,8.75,4.03703703704,4,ladygaga
2,0,1,0,1,0,1,0,0,0,0,8,0,2,0,0,1,20.0,3.10526315789,1,ladygaga
1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,4.0,4.22222222222,3,ladygaga
0,2,0,3,0,0,1,1,0,0,0,2,4,3,0,1,1,11.0,4.88888888889,2,ladygaga
1,0,0,1,1,0,1,0,0,0,0,7,1,2,1,0,1,7.0,4.70833333333,4,ladygaga
0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,4,13.0,4.6,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,2,1,2,0,0,2,0,0,0,0,5,1,2,2,0,0,13.0,5.22727272727,2,ladygaga
1,0,2,1,0,0,1,0,2,0,0,5,1,0,1,0,1,22.0,4.10526315789,1,ladygaga
0,0,0,0,0,0,1,2,0,0,0,6,4,0,0,0,0,11.5,5.10526315789,2,ladygaga
1,0,0,0,2,0,0,0,0,0,0,4,0,1,1,0,1,9.66666666667,3.76923076923,3,ladygaga
0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,0,2,16.0,3.66666666667,1,ladygaga
3,1,1,3,0,0,1,0,1,0,0,7,0,2,0,0,4,9.0,3.6,4,ladygaga
0,0,0,1,0,0,0,1,0,2,0,9,0,0,0,0,6,9.5,4.93333333333,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,5.83333333333,1,ladygaga
1,2,0,1,0,0,0,1,0,0,0,7,1,0,0,0,7,10.0,4.9375,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
5,0,0,1,2,0,0,0,0,0,0,5,0,0,2,0,3,23.0,3.36363636364,1,ladygaga
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2.5,4.66666666667,2,ladygaga
1,0,0,1,1,0,1,1,0,0,0,5,0,0,0,0,2,19.0,5.05882352941,1,ladygaga
1,0,1,1,1,0,0,0,0,2,0,7,2,0,0,0,1,13.5,4.5652173913,2,ladygaga
1,1,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,6.33333333333,3.41176470588,3,ladygaga
2,0,2,0,1,0,0,0,1,0,0,5,0,2,0,0,1,7.0,2.88235294118,3,ladygaga
0,1,0,1,0,1,0,0,0,0,0,6,1,1,0,0,2,9.33333333333,4.30769230769,3,ladygaga
3,0,0,2,0,1,3,0,0,0,0,9,0,0,0,0,2,14.5,4.48,2,ladygaga
2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,7.5,3.35714285714,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,0,0,1,0,2,0,1,0,0,7,0,1,1,0,6,13.0,3.71428571429,2,ladygaga
1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,9.0,3.71428571429,1,ladygaga
0,0,0,2,0,0,1,1,0,0,0,2,1,2,0,1,4,13.0,3.09090909091,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,4.0,1,ladygaga
1,0,1,2,0,0,1,0,0,0,0,7,0,1,0,0,0,14.0,4.23076923077,2,ladygaga
0,0,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,7.66666666667,5.42105263158,3,ladygaga
1,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.0,4.0,3,ladygaga
0,0,0,0,0,0,2,0,1,0,0,3,4,1,0,0,1,10.5,4.92857142857,2,ladygaga
0,2,2,2,0,0,2,0,0,0,0,4,0,1,0,0,0,14.5,4.30769230769,2,ladygaga
0,0,0,2,0,0,1,0,0,0,0,8,3,1,0,0,0,23.0,4.22222222222,1,ladygaga
2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,11.0,3.8,1,ladygaga
3,2,0,1,1,0,0,0,0,0,0,8,0,1,0,0,2,8.0,3.59090909091,3,ladygaga
0,1,0,0,1,1,1,0,1,2,0,11,0,1,0,0,7,15.0,4.18181818182,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,7.0,1,ladygaga
1,0,1,3,0,0,1,0,0,0,0,5,0,0,0,0,0,19.0,4.82352941176,1,ladygaga
0,0,0,1,0,0,2,0,0,0,0,6,0,1,0,0,0,14.0,4.54545454545,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,1,2,1,0,2,0,0,0,0,6,0,1,1,1,2,10.3333333333,4.15384615385,3,ladygaga
1,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,4,12.5,4.13043478261,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.33333333333,1,ladygaga
1,0,2,2,0,0,0,0,1,0,0,6,3,0,0,0,3,7.75,3.96153846154,4,ladygaga
2,0,1,2,1,0,1,0,0,0,0,3,1,3,1,0,3,13.5,4.0,2,ladygaga
0,1,1,0,2,0,1,0,0,0,0,4,3,0,0,1,1,10.5,4.88888888889,2,ladygaga
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,5.0,4.0,1,ladygaga
0,1,0,1,0,0,1,0,0,0,0,4,0,1,1,0,1,9.5,3.11764705882,2,ladygaga
2,1,2,2,1,0,1,1,0,1,0,6,0,1,0,1,1,14.5,3.75,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
3,1,1,1,0,0,0,1,0,0,0,8,0,3,0,1,7,10.3333333333,3.25,3,ladygaga
2,2,0,1,0,1,0,0,0,0,0,6,0,0,0,0,4,7.5,3.69230769231,4,ladygaga
1,2,0,2,0,0,1,0,0,0,0,3,0,2,0,2,0,8.5,4.0,2,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
2,0,1,2,1,0,1,0,0,0,0,6,0,1,0,0,0,28.0,3.79166666667,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
0,0,0,3,0,0,0,0,0,0,0,7,2,1,0,1,2,23.0,4.66666666667,1,ladygaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ladygaga
1,1,1,2,0,0,1,0,0,0,0,7,0,1,0,1,2,9.66666666667,4.64,3,ladygaga
0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,8.0,4.0,1,ladygaga
