@relation Twitter

@attribute First-person numeric
@attribute Second-person numeric
@attribute Third-person numeric
@attribute Coordinating-Conjuction numeric
@attribute Past-tense-verbs numeric
@attribute Future-tense-verbs numeric
@attribute Commas numeric
@attribute Colons-semi-colons numeric
@attribute Dashes numeric
@attribute Parenthesis numeric
@attribute Ellipses numeric
@attribute Common-nouns numeric
@attribute Proper-nouns numeric
@attribute Adverbs numeric
@attribute wh-words numeric
@attribute Slang numeric
@attribute Upper-case-words
@attribute Average-sentence-length
@attribute Average-token-length
@attribute Number-of-sentences
@attribute Classname

@data
0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11.0,3.5,1,StephenAtHome
1,0,0,0,0,0,0,0,3,0,0,6,1,0,1,0,4,11.0,4.52941176471,2,StephenAtHome
1,0,0,1,0,0,0,1,1,0,0,5,1,1,1,0,1,20.0,4.75,1,StephenAtHome
0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,1,12.5,4.26086956522,2,StephenAtHome
1,0,1,1,0,0,0,1,0,0,0,6,5,0,0,1,1,14.5,4.5,2,StephenAtHome
1,0,1,0,1,0,0,0,0,0,0,4,0,3,0,0,0,23.0,4.47368421053,1,StephenAtHome
1,0,1,0,3,0,3,1,0,0,0,2,7,0,0,0,1,8.5,4.125,4,StephenAtHome
1,0,2,0,1,0,0,0,0,0,0,5,2,1,0,0,1,22.0,5.19047619048,1,StephenAtHome
2,0,1,2,2,0,0,0,0,0,0,5,0,3,0,0,2,9.33333333333,3.64,3,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,15.0,4.35714285714,1,StephenAtHome
3,0,0,1,1,0,1,0,0,0,0,5,0,1,1,0,2,14.0,3.33333333333,2,StephenAtHome
1,0,3,1,1,0,0,0,0,0,0,6,0,1,0,0,1,28.0,4.14814814815,1,StephenAtHome
0,0,0,0,0,0,3,0,0,0,0,5,1,1,0,0,0,14.0,5.3,1,StephenAtHome
0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,9.0,5.14285714286,1,StephenAtHome
0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,3.9,1,StephenAtHome
0,0,2,1,0,0,2,0,0,0,0,7,1,1,1,0,0,13.0,4.40909090909,2,StephenAtHome
1,0,1,2,1,0,2,0,1,0,0,3,1,0,0,0,1,19.0,5.13333333333,1,StephenAtHome
0,0,5,1,1,0,0,0,0,0,0,5,0,1,2,1,0,14.0,3.51851851852,2,StephenAtHome
0,1,0,1,0,0,0,1,0,0,0,7,0,1,0,1,3,19.0,3.6875,1,StephenAtHome
3,0,0,1,4,0,2,1,0,0,1,8,0,1,0,0,6,8.5,3.75,4,StephenAtHome
0,0,1,1,0,0,1,0,0,2,0,4,6,1,0,0,1,8.0,3.86956521739,4,StephenAtHome
1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,18.0,3.8,1,StephenAtHome
0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4.0,11.2,2,StephenAtHome
0,2,0,0,0,0,2,0,0,0,0,5,0,1,1,0,0,21.0,4.17647058824,1,StephenAtHome
2,0,0,0,0,1,1,1,0,0,0,5,2,1,0,0,2,14.0,4.04,2,StephenAtHome
2,0,0,1,1,1,0,0,0,0,0,1,3,2,0,0,2,19.0,4.11111111111,1,StephenAtHome
1,1,0,1,1,0,3,0,0,0,0,9,0,0,0,0,2,16.0,4.15384615385,2,StephenAtHome
3,2,0,0,0,1,0,0,1,0,0,5,0,2,0,0,0,23.0,3.35,1,StephenAtHome
2,1,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,12.0,4.0,2,StephenAtHome
3,0,1,1,3,0,2,0,1,0,0,5,0,1,1,1,0,28.0,4.04347826087,1,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8.5,4.13333333333,2,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16.0,3.53333333333,1,StephenAtHome
0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8.5,3.93333333333,2,StephenAtHome
2,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,12.0,3.90909090909,1,StephenAtHome
0,0,3,1,0,0,0,0,0,0,0,8,1,1,1,0,2,15.0,4.03703703704,2,StephenAtHome
0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,7.0,7.0,2,StephenAtHome
0,0,1,0,2,0,0,1,0,0,0,3,0,1,1,0,0,9.0,4.6,2,StephenAtHome
0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,6.33333333333,4.4,3,StephenAtHome
1,0,0,1,1,0,0,0,0,0,0,6,4,2,0,0,2,8.33333333333,4.52380952381,3,StephenAtHome
0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,17.0,3.8125,1,StephenAtHome
0,0,2,0,0,1,0,0,2,0,0,7,0,1,0,0,3,13.5,4.21739130435,2,StephenAtHome
3,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,20.0,4.41176470588,1,StephenAtHome
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.0,4.85714285714,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,8.0,4.30769230769,2,StephenAtHome
1,0,1,0,3,0,2,0,0,0,0,2,5,0,0,0,0,10.5,4.58823529412,2,StephenAtHome
2,2,0,1,2,0,2,1,1,0,0,8,0,1,0,0,0,33.0,4.17391304348,1,StephenAtHome
3,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,1,28.0,3.69230769231,1,StephenAtHome
1,0,1,2,0,0,1,0,0,0,0,7,2,1,0,0,2,10.6666666667,3.5,3,StephenAtHome
0,0,3,0,0,0,0,0,0,0,0,6,2,1,0,0,1,12.0,4.05,2,StephenAtHome
4,2,0,1,0,0,0,0,0,0,0,8,0,2,0,2,1,7.75,3.24,4,StephenAtHome
0,0,1,0,1,1,0,0,0,0,0,5,1,0,0,0,0,13.5,5.09523809524,2,StephenAtHome
2,1,0,2,0,0,1,0,0,0,0,2,2,2,0,0,3,21.0,3.84210526316,1,StephenAtHome
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,2,16.0,3.8,1,StephenAtHome
0,1,3,0,1,0,1,0,1,0,0,8,0,1,0,0,2,26.0,3.875,1,StephenAtHome
1,0,1,0,0,0,1,0,1,0,0,3,2,0,0,0,1,19.0,4.875,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0,4.5,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,12.5,3.86363636364,2,StephenAtHome
0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,15.0,3.84615384615,1,StephenAtHome
1,1,1,0,2,0,0,0,0,0,0,6,0,1,0,0,0,12.0,3.34782608696,2,StephenAtHome
3,0,0,1,0,0,1,1,0,0,0,9,1,2,0,1,4,18.0,3.66666666667,2,StephenAtHome
0,0,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,14.0,4.84615384615,1,StephenAtHome
0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,9.0,6.625,1,StephenAtHome
1,0,1,1,0,0,2,0,0,0,0,4,1,0,0,0,0,16.0,4.23076923077,1,StephenAtHome
0,0,0,0,0,0,0,2,0,1,0,4,1,2,0,0,0,15.0,4.0,1,StephenAtHome
0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,15.0,4.92307692308,1,StephenAtHome
1,0,1,0,0,0,0,1,0,0,0,10,1,2,0,1,3,14.5,3.4,2,StephenAtHome
0,0,2,2,1,1,1,0,0,0,0,5,4,0,0,0,1,25.0,4.4347826087,1,StephenAtHome
1,1,0,1,0,0,0,0,1,0,0,5,0,2,0,0,0,24.0,4.13636363636,1,StephenAtHome
1,1,1,2,1,0,3,0,0,0,0,2,2,1,0,0,0,12.0,3.63157894737,2,StephenAtHome
3,0,2,0,2,0,0,0,0,0,0,10,0,2,0,0,0,12.5,3.91666666667,2,StephenAtHome
0,1,1,1,0,0,0,1,0,0,0,6,1,2,1,0,2,34.0,3.40625,1,StephenAtHome
2,0,0,1,0,0,0,0,0,0,0,5,0,1,1,0,2,19.0,3.38888888889,1,StephenAtHome
1,1,0,0,0,0,0,1,0,0,0,9,0,1,0,0,2,8.66666666667,3.59090909091,3,StephenAtHome
0,1,2,1,0,0,1,0,0,0,0,2,0,9,1,0,0,16.5,3.36666666667,2,StephenAtHome
4,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,23.0,3.7619047619,1,StephenAtHome
1,0,0,2,0,0,1,0,0,0,0,3,5,1,0,0,1,24.0,4.10526315789,1,StephenAtHome
0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,10.0,5.22222222222,1,StephenAtHome
2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,18.0,3.8125,1,StephenAtHome
0,0,1,1,0,0,0,0,0,0,0,6,0,2,0,1,0,22.0,5.2380952381,1,StephenAtHome
1,0,0,0,0,1,0,0,0,0,0,4,3,2,0,0,1,11.0,4.2,2,StephenAtHome
2,0,1,0,2,0,0,0,0,0,0,3,3,1,0,0,2,12.5,4.13043478261,2,StephenAtHome
2,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,2,11.0,4.47368421053,2,StephenAtHome
1,0,0,0,0,0,0,1,0,1,0,5,0,3,0,0,0,15.0,4.58333333333,1,StephenAtHome
0,2,0,2,0,1,1,0,0,0,0,6,1,1,0,0,1,27.0,4.23076923077,1,StephenAtHome
0,0,0,0,2,0,0,0,0,0,0,6,0,2,1,0,2,13.5,4.64,2,StephenAtHome
2,2,0,0,1,1,1,1,0,0,0,5,0,2,0,0,0,23.0,3.80952380952,1,StephenAtHome
0,0,2,0,0,1,1,0,0,0,0,7,0,1,2,0,2,21.0,5.1,1,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,15.0,4.35714285714,1,StephenAtHome
0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,9.0,4.6,2,StephenAtHome
1,0,0,0,1,0,2,0,0,0,0,12,0,3,0,0,0,31.0,4.26923076923,1,StephenAtHome
0,0,2,1,1,0,0,0,0,0,0,5,1,0,0,0,1,8.66666666667,4.5652173913,3,StephenAtHome
1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,9.0,4.3125,2,StephenAtHome
0,0,1,1,0,0,1,0,0,0,0,5,1,2,0,1,0,21.0,3.83333333333,1,StephenAtHome
0,2,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,22.0,4.0,1,StephenAtHome
2,0,1,1,0,1,1,0,9,0,0,9,2,3,0,0,3,42.0,3.51612903226,1,StephenAtHome
2,0,2,2,1,0,1,0,0,0,0,7,0,1,0,0,1,27.0,3.04545454545,1,StephenAtHome
0,3,2,0,0,0,1,1,0,0,0,7,1,0,1,0,0,28.0,3.72,1,StephenAtHome
1,1,0,3,0,1,1,1,0,0,0,11,2,2,1,1,7,17.5,3.35483870968,2,StephenAtHome
0,0,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,16.0,3.5,1,StephenAtHome
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,12.0,3.90909090909,1,StephenAtHome
1,0,1,2,2,0,1,0,1,0,0,9,0,0,0,0,0,25.0,4.72727272727,1,StephenAtHome
1,0,0,1,1,0,0,0,1,0,0,3,2,2,0,1,3,9.5,3.625,2,StephenAtHome
0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,11.0,4.33333333333,1,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,15.0,4.35714285714,1,StephenAtHome
1,0,1,0,3,0,0,0,1,0,0,3,2,3,0,0,1,14.0,4.17391304348,2,StephenAtHome
1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,12.0,4.0,1,StephenAtHome
1,2,0,1,1,1,1,1,0,0,0,2,0,4,0,1,0,10.0,4.6875,2,StephenAtHome
1,2,1,0,1,0,1,0,0,0,0,2,0,3,3,0,1,22.0,3.6,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,4.0,1,StephenAtHome
0,0,2,2,4,0,5,0,0,0,0,6,1,0,0,0,0,30.0,4.45833333333,1,StephenAtHome
1,1,0,1,0,0,1,0,0,0,0,5,0,2,1,0,2,11.0,4.38888888889,2,StephenAtHome
1,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,26.0,3.5,1,StephenAtHome
0,3,1,1,0,0,2,0,0,0,0,4,0,1,1,0,0,30.0,4.15384615385,1,StephenAtHome
1,0,2,0,2,1,1,0,0,0,0,4,0,1,0,0,0,9.5,3.64705882353,2,StephenAtHome
2,0,1,1,1,0,1,0,0,0,0,4,0,3,0,0,2,27.0,3.32,1,StephenAtHome
0,2,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,11.0,5.0,2,StephenAtHome
1,0,0,0,0,0,2,0,0,0,0,6,0,1,1,0,6,7.0,2.875,3,StephenAtHome
1,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,2,13.0,3.07692307692,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10.0,4.22222222222,1,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11.0,4.35,2,StephenAtHome
3,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,12.0,3.59090909091,2,StephenAtHome
3,0,1,1,0,0,1,0,0,0,0,9,0,1,0,0,1,21.0,4.21052631579,1,StephenAtHome
1,2,0,0,0,0,0,0,0,0,0,7,1,5,0,0,4,10.3333333333,3.82142857143,3,StephenAtHome
1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,23.0,4.38888888889,1,StephenAtHome
1,0,2,0,3,0,1,0,0,0,0,6,0,1,0,0,0,25.0,4.30434782609,1,StephenAtHome
3,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,9.5,3.17647058824,2,StephenAtHome
3,0,0,0,0,0,1,0,0,0,0,6,0,4,1,0,1,28.0,3.85185185185,1,StephenAtHome
3,0,1,2,1,0,1,0,0,0,0,8,0,2,0,0,3,25.0,4.30434782609,1,StephenAtHome
0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,12.0,4.4,1,StephenAtHome
0,0,1,5,0,0,2,0,0,0,0,2,0,2,1,2,0,14.5,3.875,2,StephenAtHome
3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,21.0,5.0,1,StephenAtHome
1,1,1,0,1,0,0,0,0,0,1,6,1,3,1,0,2,13.0,4.0,2,StephenAtHome
1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,21.0,3.89473684211,1,StephenAtHome
1,0,0,3,0,0,1,0,0,0,0,5,0,2,0,1,1,20.0,4.15789473684,1,StephenAtHome
1,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,15.0,5.23076923077,1,StephenAtHome
1,0,0,0,0,0,2,0,0,0,0,9,1,2,0,0,0,10.0,4.44,3,StephenAtHome
0,2,0,0,1,0,1,0,0,0,0,7,0,1,0,1,0,23.0,4.3,1,StephenAtHome
0,0,1,0,1,0,0,0,0,0,0,5,0,2,0,0,0,21.0,3.58823529412,1,StephenAtHome
0,1,1,0,0,0,0,0,0,0,0,5,0,2,1,0,0,20.0,3.95,1,StephenAtHome
0,0,0,1,0,0,1,0,0,0,0,9,0,0,1,0,0,19.0,3.88888888889,1,StephenAtHome
0,1,1,0,0,1,0,1,0,0,0,4,0,1,0,0,0,22.0,4.93333333333,1,StephenAtHome
0,0,1,1,2,0,1,0,0,0,0,5,2,1,0,0,1,26.0,4.08333333333,1,StephenAtHome
0,0,0,0,0,0,0,0,1,0,0,7,0,2,1,0,1,10.0,4.75,2,StephenAtHome
2,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,23.0,4.0,1,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,15.0,4.35714285714,1,StephenAtHome
0,1,0,1,0,0,0,0,0,0,1,5,0,3,1,0,0,10.5,4.47368421053,2,StephenAtHome
1,0,0,1,2,0,1,0,0,0,0,5,0,1,0,1,1,16.0,3.78571428571,1,StephenAtHome
2,0,0,0,3,0,0,0,0,0,0,4,2,1,0,0,1,22.0,4.04761904762,1,StephenAtHome
2,0,1,0,0,1,1,0,1,0,0,9,2,2,0,0,0,14.0,4.39130434783,2,StephenAtHome
1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,9.0,4.47058823529,2,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,16.0,5.06666666667,1,StephenAtHome
1,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,15.0,3.8,1,StephenAtHome
1,1,0,0,0,0,2,0,0,0,0,4,3,1,1,0,0,23.0,4.42857142857,1,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,16.0,4.73333333333,1,StephenAtHome
1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,16.0,3.73333333333,1,StephenAtHome
0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,9.5,3.52941176471,2,StephenAtHome
2,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,21.0,4.15,1,StephenAtHome
1,0,0,1,2,0,0,0,0,0,0,4,0,1,0,0,0,14.0,4.07692307692,1,StephenAtHome
0,0,2,1,0,0,0,0,0,0,0,6,1,0,0,0,2,7.0,4.77777777778,3,StephenAtHome
2,0,0,0,0,0,2,0,0,0,0,7,0,3,0,0,0,28.0,3.76,1,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13.0,4.41666666667,1,StephenAtHome
1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,16.0,4.14285714286,1,StephenAtHome
2,0,3,1,0,1,2,0,0,0,0,8,0,0,1,0,0,26.0,4.04347826087,1,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.0,7.25,1,StephenAtHome
2,0,0,3,1,0,1,1,1,0,0,6,0,0,0,0,1,11.0,3.81481481481,3,StephenAtHome
0,1,0,0,0,0,2,0,0,0,0,12,0,0,0,0,2,31.0,4.47826086957,1,StephenAtHome
0,0,1,3,1,0,1,0,0,0,0,4,0,0,0,0,0,17.0,3.75,1,StephenAtHome
4,0,1,0,3,0,1,0,0,0,0,4,0,0,0,0,3,28.0,3.76923076923,1,StephenAtHome
1,1,0,1,0,0,0,1,1,0,0,11,1,2,0,2,5,9.66666666667,3.13043478261,3,StephenAtHome
2,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,1,10.0,4.61111111111,2,StephenAtHome
0,2,2,1,0,0,1,0,1,0,0,5,1,3,0,0,0,15.5,3.77777777778,2,StephenAtHome
0,0,1,1,0,0,1,0,1,0,0,7,0,1,2,0,1,24.0,4.42857142857,1,StephenAtHome
2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,9.0,4.11764705882,2,StephenAtHome
0,0,0,1,0,1,1,0,1,0,0,3,3,0,0,0,0,11.5,4.84210526316,2,StephenAtHome
1,0,0,1,1,0,1,0,1,0,0,5,0,4,0,0,1,14.0,4.0,2,StephenAtHome
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,3.625,1,StephenAtHome
0,1,1,0,0,0,1,0,0,0,0,4,0,1,1,0,0,21.0,4.66666666667,1,StephenAtHome
3,0,0,1,1,0,3,0,0,0,0,3,0,2,0,0,5,15.0,3.68,2,StephenAtHome
0,2,0,1,1,0,0,1,0,2,0,11,1,2,0,1,4,17.5,3.8275862069,2,StephenAtHome
0,0,1,0,0,0,0,0,0,0,0,4,2,1,1,0,1,8.0,4.53333333333,2,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9.0,4.625,1,StephenAtHome
0,0,1,1,2,0,0,1,0,0,1,8,0,2,1,0,0,28.0,4.25,1,StephenAtHome
1,0,0,1,0,0,0,2,0,0,0,11,2,3,2,1,3,11.6666666667,3.8275862069,3,StephenAtHome
0,0,1,2,0,0,1,0,0,0,0,5,0,2,0,1,1,19.0,3.70588235294,1,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,7.5,4.09090909091,2,StephenAtHome
0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,10.0,4.55555555556,1,StephenAtHome
1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,18.0,4.66666666667,1,StephenAtHome
1,0,1,0,0,1,0,0,0,0,0,6,0,1,0,0,0,19.0,3.84210526316,1,StephenAtHome
0,0,2,1,1,0,0,0,0,0,0,5,0,1,0,1,0,16.0,3.875,1,StephenAtHome
3,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,19.0,3.58823529412,1,StephenAtHome
2,0,1,1,0,0,1,0,0,0,0,6,0,2,0,0,2,23.0,3.90476190476,1,StephenAtHome
1,0,1,0,0,0,0,0,0,0,0,7,0,1,1,0,0,18.0,4.44444444444,1,StephenAtHome
0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,18.0,4.22222222222,1,StephenAtHome
0,0,1,1,1,0,1,0,1,0,0,3,1,0,0,0,0,18.0,4.0,1,StephenAtHome
1,0,1,1,1,0,0,0,0,0,0,3,0,1,1,0,1,15.0,4.33333333333,1,StephenAtHome
1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,22.0,4.04761904762,1,StephenAtHome
2,0,1,0,2,0,0,0,0,0,0,6,0,3,0,0,4,12.0,3.5,2,StephenAtHome
3,0,0,1,1,0,0,0,0,0,0,4,3,1,1,0,1,13.0,4.56,2,StephenAtHome
0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,5.66666666667,6.0,3,StephenAtHome
1,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,1,18.0,4.125,1,StephenAtHome
0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,0,0,23.0,4.33333333333,1,StephenAtHome
0,0,1,0,1,0,0,0,0,0,0,4,1,2,0,0,0,12.0,4.04545454545,2,StephenAtHome
2,1,0,0,0,1,0,1,0,2,0,10,0,3,0,1,4,16.5,4.0,2,StephenAtHome
1,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0,0,14.0,4.69230769231,1,StephenAtHome
0,1,0,1,1,0,0,1,2,0,0,7,0,2,1,1,0,28.0,4.66666666667,1,StephenAtHome
1,0,0,1,1,0,0,0,2,0,0,5,4,1,0,0,5,10.5,4.0,2,StephenAtHome
0,0,1,1,0,0,1,0,1,0,0,2,2,1,0,1,0,14.0,4.36363636364,1,StephenAtHome
3,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17.0,3.33333333333,1,StephenAtHome
1,0,0,0,2,0,0,0,0,0,0,5,2,1,0,0,3,11.0,4.57894736842,2,StephenAtHome
2,0,0,1,1,0,2,0,1,0,0,5,0,0,0,0,0,21.0,3.72222222222,1,StephenAtHome
1,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,13.0,3.46153846154,1,StephenAtHome
1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,16.0,4.5,1,StephenAtHome
1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,9.0,3.6875,2,StephenAtHome
0,1,0,0,0,0,0,1,1,2,0,12,0,2,0,1,4,9.0,4.60869565217,4,StephenAtHome
2,0,1,0,0,0,0,0,2,0,0,3,1,4,1,0,1,16.0,3.61538461538,2,StephenAtHome
0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,19.0,4.5,1,StephenAtHome
2,1,0,1,0,0,2,0,0,0,0,4,0,2,1,1,1,10.0,3.24,3,StephenAtHome
1,0,0,1,2,0,0,1,1,0,0,8,0,1,0,1,0,13.5,4.17391304348,2,StephenAtHome
1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,1,9.0,4.125,2,StephenAtHome
1,0,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,18.0,4.0,1,StephenAtHome
2,1,0,1,0,1,1,0,1,0,0,2,2,2,1,0,2,14.0,3.20833333333,2,StephenAtHome
2,0,0,1,0,0,0,0,0,0,0,4,2,2,0,1,0,7.0,4.11111111111,3,StephenAtHome
2,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,1,8.5,3.66666666667,2,StephenAtHome
2,0,0,1,0,0,2,0,0,0,0,6,1,0,1,0,3,7.0,4.1875,3,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,4.2,1,StephenAtHome
4,0,2,1,0,0,0,0,0,0,0,3,0,2,0,0,2,11.0,3.1,2,StephenAtHome
2,0,1,1,1,0,1,0,0,0,0,7,0,0,0,0,0,8.5,3.78571428571,2,StephenAtHome
2,0,1,0,2,0,0,0,0,0,0,7,0,1,0,0,1,24.0,3.90476190476,1,StephenAtHome
1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,16.0,3.28571428571,1,StephenAtHome
1,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,15.0,4.57142857143,1,StephenAtHome
3,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,1,9.5,5.17647058824,2,StephenAtHome
2,0,1,1,1,1,0,0,0,0,0,4,2,3,0,0,1,12.0,4.09090909091,2,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.0,1,StephenAtHome
0,0,0,0,0,0,1,0,2,0,0,6,0,1,0,0,0,11.0,4.23529411765,2,StephenAtHome
0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,4.5,6.75,2,StephenAtHome
1,0,2,0,0,0,1,0,1,0,0,6,0,1,0,0,0,18.0,3.75,1,StephenAtHome
1,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,21.0,4.42105263158,1,StephenAtHome
1,0,1,2,2,0,1,0,1,0,0,7,2,1,0,0,2,16.5,4.11111111111,2,StephenAtHome
1,1,1,1,1,0,2,0,0,0,0,3,0,1,1,0,1,24.0,4.47368421053,1,StephenAtHome
2,0,0,1,1,0,1,0,1,0,0,4,0,3,0,0,1,19.0,4.70588235294,1,StephenAtHome
2,0,0,0,0,0,0,4,0,0,0,13,2,2,0,0,7,37.0,3.61290322581,1,StephenAtHome
0,0,1,2,0,1,1,0,0,0,0,4,1,3,0,0,0,9.0,4.04761904762,3,StephenAtHome
1,0,1,0,2,0,0,0,2,0,0,3,1,1,0,0,1,11.0,4.16666666667,2,StephenAtHome
0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,13.0,3.63636363636,1,StephenAtHome
0,1,0,0,0,0,1,1,0,0,0,3,5,0,0,0,1,9.0,4.52380952381,3,StephenAtHome
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,8.0,3.71428571429,1,StephenAtHome
0,0,0,2,0,0,0,0,0,0,0,9,0,3,0,0,1,16.5,3.65517241379,2,StephenAtHome
1,0,2,1,0,0,1,0,1,0,0,6,0,1,0,0,1,23.0,4.0,1,StephenAtHome
3,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,2,11.0,4.3,2,StephenAtHome
0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,9.5,4.0,2,StephenAtHome
1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11.0,4.2,1,StephenAtHome
0,0,0,1,0,0,2,0,0,0,0,8,0,2,1,0,0,27.0,4.26086956522,1,StephenAtHome
0,2,0,0,0,0,1,0,0,0,0,6,0,1,0,0,2,10.0,4.61111111111,2,StephenAtHome
